"Property Address","Parcel Number","Inspection Date","Grade","License Status","Expiration Date","Latitude","Longitude","georeference"
"419 West Main Street","912,108,381,001","2025 Aug 04 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11312","-88.213","POINT (-88.213 40.11312)"
"413 West Main Street","912,108,381,004","2007 Jun 27 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.113","-88.2125","POINT (-88.2125 40.113)"
"413 West Main Street","912,108,381,004","2021 Jul 15 12:00:00 AM","Class B","Issued","10/14/2026","40.11304049","-88.21250039","POINT (-88.21250039 40.11304049)"
"413 West Main Street","912,108,381,004","2025 Sep 10 12:00:00 AM","Class B","Issued","10/14/2026","40.11304049","-88.21250039","POINT (-88.21250039 40.11304049)"
"407 West Main Street","912,108,381,007","2013 Aug 29 12:00:00 AM","Class B","Issued","10/14/2026","40.113","-88.212","POINT (-88.212 40.113)"
"212 1/2 Central Avenue","912,108,383,001","2010 Apr 26 12:00:00 AM","Class B","Issued",,"0.0","0.0","POINT (0 0)"
"212 North Central Avenue","912,108,383,001","2021 Oct 15 12:00:00 AM","Class B","Issued","10/14/2026","40.114277","-88.21115","POINT (-88.21115 40.114277)"
"210 Central Avenue","912,108,383,002","2010 Jul 06 12:00:00 AM","Class B","Issued",,"40.1141","-88.2112","POINT (-88.2112 40.1141)"
"210 North Central Avenue","912,108,383,002","2021 Aug 24 12:00:00 AM","Class B","Issued","10/14/2026","40.11410826","-88.21115306","POINT (-88.21115306 40.11410826)"
"305 Griggs Street","912,108,383,003","2010 Jul 14 12:00:00 AM","Class B","Issued",,"40.1142","-88.2109","POINT (-88.2109 40.1142)"
"308 West Locust Street","912,108,383,006","2021 Aug 24 12:00:00 AM","Class B","Issued","10/14/2026","40.11381154","-88.21119725","POINT (-88.21119725 40.11381154)"
"308 Locust Street","912,108,383,006","2007 Sep 28 12:00:00 AM","Class B","Issued",,"40.1138","-88.2112","POINT (-88.2112 40.1138)"
"304 Locust Street","912,108,383,008","2007 Jul 12 12:00:00 AM","Class B","Issued",,"40.1137","-88.2107","POINT (-88.2107 40.1137)"
"304 West Locust Street","912,108,383,008","2025 Oct 01 12:00:00 AM","Class B","Issued","10/14/2026","40.11378922","-88.2107207","POINT (-88.2107207 40.11378922)"
"302 Locust Street","912,108,383,009","2007 Jul 16 12:00:00 AM","Class B","Issued","10/14/2026","40.1138","-88.2105","POINT (-88.2105 40.1138)"
"302 West Locust Street","912,108,383,009","2021 Aug 27 12:00:00 AM","Class B","Issued","10/14/2026","40.11377713","-88.21048856","POINT (-88.21048856 40.11377713)"
"209 West Griggs Street","912,108,384,001","2021 Aug 30 12:00:00 AM","Class B","Issued","10/14/2026","40.11419057","-88.21003359","POINT (-88.21003359 40.11419057)"
"209 West Griggs Street","912,108,384,001","2021 Sep 28 12:00:00 AM","Class B","Issued","10/14/2026","40.11419057","-88.21003359","POINT (-88.21003359 40.11419057)"
"209 West Griggs Street","912,108,384,001","2025 Oct 21 12:00:00 AM","Class B","Issued","10/14/2026","40.11419057","-88.21003359","POINT (-88.21003359 40.11419057)"
"209 West Griggs Street","912,108,384,001","2021 Nov 04 12:00:00 AM","Class B","Issued","10/14/2026","40.11419057","-88.21003359","POINT (-88.21003359 40.11419057)"
"104 Central Avenue","912,108,384,004","2007 Jul 06 12:00:00 AM","Class B","Expired",,"40.1134","-88.2112","POINT (-88.2112 40.1134)"
"203 West Park Street","912,108,402,003","2011 Jan 13 12:00:00 AM","Class B","Expired",,"40.1173","-88.2095","POINT (-88.2095 40.1173)"
"201 West Park Street","912,108,402,004","2011 Jan 05 12:00:00 AM","Class B","Issued","10/14/2026","40.1172","-88.2092","POINT (-88.2092 40.1172)"
"512 North Race Street","912,108,403,001","2022 Jul 13 12:00:00 AM","Class B","Issued","10/14/2026","40.1172863","-88.20881704","POINT (-88.20881704 40.1172863)"
"512 North Race Street","912,108,403,001","2025 Sep 17 12:00:00 AM","Class B","Issued","10/14/2026","40.1172863","-88.20881704","POINT (-88.20881704 40.1172863)"
"512 North Race Street","912,108,403,001","2010 Nov 22 12:00:00 AM","Class B","Issued",,"40.1173","-88.2088","POINT (-88.2088 40.1173)"
"510 North Race Street","912,108,403,002","2022 Jul 13 12:00:00 AM","Class B","Issued","10/14/2026","40.11715317","-88.20881503","POINT (-88.20881503 40.11715317)"
"510 North Race Street","912,108,403,002","2025 Sep 17 12:00:00 AM","Class B","Issued","10/14/2026","40.11715317","-88.20881503","POINT (-88.20881503 40.11715317)"
"510 North Race Street","912,108,403,002","2010 Nov 22 12:00:00 AM","Class B","Issued",,"40.1172","-88.2088","POINT (-88.2088 40.1172)"
"506 North Race Street","912,108,403,004","2010 Nov 22 12:00:00 AM","Class B","Issued","10/14/2026","40.1169","-88.2086","POINT (-88.2086 40.1169)"
"111 West Park Street","912,108,403,006","2008 May 28 12:00:00 AM","Class B","Issued",,"40.1173","-88.2083","POINT (-88.2083 40.1173)"
"101 West Park Street","912,108,403,008","2008 May 15 12:00:00 AM","Class B","Issued","10/14/2026","40.1171","-88.2078","POINT (-88.2078 40.1171)"
"713 North Cunningham Avenue","912,108,404,003","2025 Aug 19 12:00:00 AM","Class A","Issued","10/14/2026","40.12007675","-88.20342498","POINT (-88.20342498 40.12007675)"
"713 Cunningham Avenue","912,108,404,003","2010 Sep 08 12:00:00 AM","Class B","Issued",,"40.1201","-88.2034","POINT (-88.2034 40.1201)"
"709 North Cunningham Avenue","912,108,404,005","2025 Aug 22 12:00:00 AM","Class B","Issued","10/14/2026","40.11974957","-88.20350587","POINT (-88.20350587 40.11974957)"
"108 East Crystal Lake Drive","912,108,404,012","2022 Aug 10 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11906356","-88.20684204","POINT (-88.20684204 40.11906356)"
"112 East Crystal Lake Drive","912,108,404,014","2025 Aug 29 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.11916838","-88.20653583","POINT (-88.20653583 40.11916838)"
"112 East Crystal Lake Drive","912,108,404,014","2021 Oct 21 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11916838","-88.20653583","POINT (-88.20653583 40.11916838)"
"208 East Crystal Lake Drive","912,108,404,019","2021 Oct 07 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1191421","-88.20576678","POINT (-88.20576678 40.1191421)"
"212 Crystal Lake Drive","912,108,404,021","2010 Aug 18 12:00:00 AM","Class B","Expired",,"40.1191","-88.2055","POINT (-88.2055 40.1191)"
"212 East Crystal Lake Drive","912,108,404,021","2018 Sep 10 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.11913189","-88.20545917","POINT (-88.20545917 40.11913189)"
"212 East Crystal Lake Drive","912,108,404,021","2021 Oct 07 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.11913189","-88.20545917","POINT (-88.20545917 40.11913189)"
"214 East Crystal Lake Drive","912,108,404,022","2021 Oct 14 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11912654","-88.20529791","POINT (-88.20529791 40.11912654)"
"306 East Crystal Lake Drive","912,108,404,025","2021 Nov 17 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11910881","-88.2047643","POINT (-88.2047643 40.11910881)"
"310 East Crystal Lake Drive","912,108,404,027","2022 Aug 22 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1190969","-88.20440663","POINT (-88.20440663 40.1190969)"
"310 Crystal Lake Drive","912,108,404,027","2010 Nov 09 12:00:00 AM","Class B","Issued","10/14/2026","40.1191","-88.2044","POINT (-88.2044 40.1191)"
"608 North Broadway Avenue","912,108,405,002","2025 Sep 12 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11853775","-88.20724502","POINT (-88.20724502 40.11853775)"
"105 East Crystal Lake Drive","912,108,405,004","2025 Aug 11 12:00:00 AM","Class C","Issued","10/14/2026","40.11853956","-88.20699139","POINT (-88.20699139 40.11853956)"
"105 East Crystal Lake Drive","912,108,405,004","2022 Aug 23 12:00:00 AM","Class C","Issued","10/14/2026","40.11853956","-88.20699139","POINT (-88.20699139 40.11853956)"
"107 East Crystal Lake Drive","912,108,405,005","2022 Aug 10 12:00:00 AM","Class B","Issued","10/14/2026","40.11854066","-88.20683717","POINT (-88.20683717 40.11854066)"
"107 Crystal Lake Drive","912,108,405,005","2012 Sep 18 12:00:00 AM","Class B","Expired",,"40.1185","-88.2068","POINT (-88.2068 40.1185)"
"203 Crystal Lake Drive","912,108,405,010","2010 Sep 28 12:00:00 AM","Class B","Expired","10/14/2026","40.1186","-88.206","POINT (-88.206 40.1186)"
"704 Cunningham Avenue","912,108,428,002","2010 Aug 03 12:00:00 AM","Class B","Issued",,"40.1192","-88.2031","POINT (-88.2031 40.1192)"
"508 Crystal Lake Drive","912,108,428,003","2010 Aug 03 12:00:00 AM","Class B","Expired",,"40.1192","-88.2027","POINT (-88.2027 40.1192)"
"508 East Crystal Lake Drive","912,108,428,003","2025 Aug 27 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11916188","-88.20274057","POINT (-88.20274057 40.11916188)"
"401 North Race Street","912,108,451,013","2010 Aug 05 12:00:00 AM","Class B","Issued","10/14/2026","40.1155","-88.2094","POINT (-88.2094 40.1155)"
"401 North Race Street","912,108,451,013","2025 Oct 20 12:00:00 AM","Class B","Issued","10/14/2026","40.11545","-88.20939","POINT (-88.20939 40.11545)"
"401 North Race Street","912,108,451,013","2025 Oct 24 12:00:00 AM","Class B","Issued","10/14/2026","40.11545","-88.20939","POINT (-88.20939 40.11545)"
"111 North Race Street","912,108,453,014","2025 Sep 03 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11294436","-88.2093694","POINT (-88.2093694 40.11294436)"
"202 North Race Street Apt 101","912,108,457,022","2021 Aug 30 12:00:00 AM","Class B","Issued","10/14/2026","40.11364516","-88.20861188","POINT (-88.20861188 40.11364516)"
"202 North Race Street Apt 101","912,108,457,022","2021 Oct 26 12:00:00 AM","Class B","Issued","10/14/2026","40.11364516","-88.20861188","POINT (-88.20861188 40.11364516)"
"1105 Carroll Avenue","912,109,126,035","2016 Jan 27 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.1236","-88.1953","POINT (-88.1953 40.1236)"
"1105 North Carroll Avenue","912,109,126,035","2018 Feb 12 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.12356691","-88.19530127","POINT (-88.19530127 40.12356691)"
"1105 North Carroll Avenue","912,109,126,035","2025 Aug 19 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.12356691","-88.19530127","POINT (-88.19530127 40.12356691)"
"610 East Kerr Avenue","912,109,151,012","2018 Feb 07 12:00:00 AM","Class A","Fee Exempt Registration","10/14/2024","40.12249087","-88.19989316","POINT (-88.19989316 40.12249087)"
"610 East Kerr Avenue","912,109,151,012","2025 Aug 20 12:00:00 AM","Class B","Fee Exempt Registration","10/14/2024","40.12249087","-88.19989316","POINT (-88.19989316 40.12249087)"
"710 East Park Street","912,109,302,005","2021 Oct 27 12:00:00 AM","Class B","Issued","10/14/2026","40.11742185","-88.19953362","POINT (-88.19953362 40.11742185)"
"710 East Park Street","912,109,302,005","2010 Dec 06 12:00:00 AM","Class B","Expired",,"40.1174","-88.1995","POINT (-88.1995 40.1174)"
"705 East Park Street","912,109,303,002","2021 Nov 17 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11695916","-88.19995616","POINT (-88.19995616 40.11695916)"
"704 East University Avenue","912,109,303,008","2010 Aug 04 12:00:00 AM","Class B","Expired",,"40.1166","-88.2002","POINT (-88.2002 40.1166)"
"701 East Park Street","912,109,303,014","2025 Aug 18 12:00:00 AM","Class B","Issued","10/14/2026","40.11695538","-88.20036885","POINT (-88.20036885 40.11695538)"
"701 East Park Street","912,109,303,014","2021 Aug 26 12:00:00 AM","Class A","Issued","10/14/2026","40.11695538","-88.20036885","POINT (-88.20036885 40.11695538)"
"804 East Park Street","912,109,304,002","2010 Aug 13 12:00:00 AM","Class B","Issued","10/14/2026","40.1174","-88.1986","POINT (-88.1986 40.1174)"
"804 East Park Street","912,109,304,002","2021 Dec 14 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.117428","-88.19857","POINT (-88.19857 40.117428)"
"806 East Park Street","912,109,304,003","2022 Jul 22 12:00:00 AM","Class B","Issued","10/14/2026","40.11742835","-88.19835452","POINT (-88.19835452 40.11742835)"
"806 East Park Street","912,109,304,003","2010 Sep 02 12:00:00 AM","Class B","Issued","10/14/2026","40.1174","-88.1984","POINT (-88.1984 40.1174)"
"803 East Park Street","912,109,305,002","2022 Aug 17 12:00:00 AM","Class A","Issued","10/14/2026","40.11696936","-88.19854538","POINT (-88.19854538 40.11696936)"
"803 East Park Street","912,109,305,002","2025 Sep 02 12:00:00 AM","Class B","Issued","10/14/2026","40.11696936","-88.19854538","POINT (-88.19854538 40.11696936)"
"807 East Park Street","912,109,305,004","2010 Jun 07 12:00:00 AM","Class B","Issued","10/14/2026","40.117","-88.1981","POINT (-88.1981 40.117)"
"809 East Park Street","912,109,305,005","2010 Jun 07 12:00:00 AM","Class B","Issued",,"40.117","-88.1979","POINT (-88.1979 40.117)"
"806 East University Avenue","912,109,305,009","2010 Aug 04 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1166","-88.1983","POINT (-88.1983 40.1166)"
"806 East University Avenue","912,109,305,009","2025 Sep 04 12:00:00 AM","Class A","Pending Renewal","10/14/2025","40.11660242","-88.19832581","POINT (-88.19832581 40.11660242)"
"806 East University Avenue","912,109,305,009","2021 Nov 03 12:00:00 AM","Class C","Pending Renewal","10/14/2025","40.11660242","-88.19832581","POINT (-88.19832581 40.11660242)"
"902 East Park Street","912,109,307,001","2010 Aug 02 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1174","-88.1972","POINT (-88.1972 40.1174)"
"902 East Park Street","912,109,307,001","2022 Aug 09 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11743433","-88.19719963","POINT (-88.19719963 40.11743433)"
"904 East Park Street","912,109,307,002","2010 Aug 16 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1174","-88.197","POINT (-88.197 40.1174)"
"909 East Park Street","912,109,308,005","2010 Jun 14 12:00:00 AM","Class B","Issued",,"40.117","-88.1964","POINT (-88.1964 40.117)"
"909 East Park Street","912,109,308,005","2021 Sep 01 12:00:00 AM","Class B","Issued","10/14/2026","40.11698526","-88.19631804","POINT (-88.19631804 40.11698526)"
"908 East University Avenue","912,109,308,010","2025 Sep 11 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11661573","-88.19660627","POINT (-88.19660627 40.11661573)"
"908 East University Avenue","912,109,308,010","2021 Oct 27 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11661573","-88.19660627","POINT (-88.19660627 40.11661573)"
"115 North Webber Street","912,109,352,003","2012 Mar 06 12:00:00 AM","Class B","Issued",,"40.1141","-88.1996","POINT (-88.1996 40.1141)"
"704 East Main Street","912,109,352,011","2022 Nov 02 12:00:00 AM","Class B","Issued","10/14/2026","40.11321696","-88.19981621","POINT (-88.19981621 40.11321696)"
"706 East Main Street","912,109,352,012","2015 Jun 11 12:00:00 AM","Class C","Issued","10/14/2026","40.1132","-88.1996","POINT (-88.1996 40.1132)"
"111 North Lynn Street","912,109,353,008","2009 May 19 12:00:00 AM","Class B","Issued","10/14/2026","40.1142","-88.1982","POINT (-88.1982 40.1142)"
"111 North Lynn Street","912,109,353,008","2022 Nov 09 12:00:00 AM","Class B","Issued","10/14/2026","40.11417932","-88.19817646","POINT (-88.19817646 40.11417932)"
"804 1/2 East Main Street","912,109,353,015","2012 Feb 28 12:00:00 AM","Class B","Issued",,"0.0","0.0","POINT (0 0)"
"804 1/2 East Main Street","912,109,353,015","2022 Nov 30 12:00:00 AM","Class C","Issued","10/14/2026","40.1133142","-88.19869042","POINT (-88.19869042 40.1133142)"
"906 East Water Street","912,109,354,003","2012 Feb 29 12:00:00 AM","Class B","Issued",,"40.1142","-88.1972","POINT (-88.1972 40.1142)"
"910 East Water Street","912,109,354,005","2012 Mar 06 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1142","-88.1969","POINT (-88.1969 40.1142)"
"910 East Water Street","912,109,354,005","2022 Jul 14 12:00:00 AM","Class B","Issued","10/14/2026","40.1142087","-88.19685976","POINT (-88.19685976 40.1142087)"
"107 North Cottage Grove Avenue","912,109,355,009","2022 Sep 16 12:00:00 AM","Class B","Issued","10/14/2026","40.1136449","-88.19604921","POINT (-88.19604921 40.1136449)"
"105 North Cottage Grove Avenue","912,109,355,010","2012 Feb 21 12:00:00 AM","Class B","Issued",,"40.1135","-88.1961","POINT (-88.1961 40.1135)"
"105 North Cottage Grove Avenue","912,109,355,010","2022 Sep 16 12:00:00 AM","Class A","Issued","10/14/2026","40.11348689","-88.19604919","POINT (-88.19604919 40.11348689)"
"1008 East Main Street","912,109,355,018","2012 Feb 23 12:00:00 AM","Class B","Issued",,"40.1132","-88.1961","POINT (-88.1961 40.1132)"
"1008 East Main Street","912,109,355,018","2022 Aug 01 12:00:00 AM","Class B","Issued","10/14/2026","40.1132336","-88.19609884","POINT (-88.19609884 40.1132336)"
"103 North Cottage Grove Avenue","912,109,355,019","2012 Feb 23 12:00:00 AM","Class B","Issued",,"40.1132","-88.1959","POINT (-88.1959 40.1132)"
"103 North Cottage Grove Avenue","912,109,355,019","2022 Aug 01 12:00:00 AM","Class B","Issued","10/14/2026","40.11323259","-88.19591499","POINT (-88.19591499 40.11323259)"
"106 North Cottage Grove Avenue","912,109,377,007","2022 Nov 29 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.1134898","-88.19540003","POINT (-88.19540003 40.1134898)"
"113 North Poplar Street","912,109,377,009","2022 Jul 14 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.114105","-88.19497","POINT (-88.19497 40.114105)"
"113 North Poplar Street","912,109,377,009","2009 Aug 27 12:00:00 AM","Class C","Expired","10/14/2026","40.1141","-88.195","POINT (-88.195 40.1141)"
"1104 East Main Street","912,109,377,015","2012 Mar 14 12:00:00 AM","Class C","Expired",,"40.1132","-88.1954","POINT (-88.1954 40.1132)"
"1108 East Main Street","912,109,377,017","2012 Feb 28 12:00:00 AM","Class B","Issued",,"40.1132","-88.1949","POINT (-88.1949 40.1132)"
"1108 East Main Street","912,109,377,017","2022 Jun 29 12:00:00 AM","Class B","Pending Renewal","10/14/2025","40.11322237","-88.19485146","POINT (-88.19485146 40.11322237)"
"1006 East Water Street","912,109,378,002","2012 Mar 16 12:00:00 AM","Class B","Issued","10/14/2026","40.1142","-88.1942","POINT (-88.1942 40.1142)"
"1006 East Water Street","912,109,378,002","2023 Dec 13 12:00:00 AM","Class B","Issued","10/14/2026","40.11417867","-88.19424042","POINT (-88.19424042 40.11417867)"
"1008 East Water Street","912,109,378,003","2012 Mar 16 12:00:00 AM","Class B","Issued",,"40.1142","-88.194","POINT (-88.194 40.1142)"
"1010 East Water Street","912,109,378,004","2012 Mar 16 12:00:00 AM","Class B","Issued","10/14/2026","40.1142","-88.1938","POINT (-88.1938 40.1142)"
